tipo;temp_aire_k;temp_proceso_k;velocidad_rpm;torque_nm;torque_predicho;residual;desgaste_min;nivel_desgaste;falla_maquina
L;300,1;311,4;1446;40,6;44,32617642450422;-3,7261764245042173;147;Moderado (100-200 min);0
L;300,1;311,4;1356;45,7;48,68324988713347;-2,983249887133468;149;Moderado (100-200 min);0
L;300,1;311,3;1676;30,3;33,1957458512852;-2,895745851285202;151;Moderado (100-200 min);0
L;300,1;311,4;1910;23,0;21,850782612422844;1,1492173875771563;153;Moderado (100-200 min);0
L;300,2;311,6;1375;56,9;47,74755734535094;9,152442654649057;155;Moderado (100-200 min);0
M;300,2;311,6;1513;40,8;41,06290323632766;-0,26290323632765933;157;Moderado (100-200 min);0
L;300,2;311,6;1511;35,7;41,15750568014089;-5,4575056801408905;160;Moderado (100-200 min);0
H;300,2;311,6;1662;28,8;33,84327938501461;-5,0432793850146105;162;Moderado (100-200 min);0
L;300,2;311,7;1493;48,3;42,01279909975789;6,287200900242105;167;Moderado (100-200 min);0
M;300,2;311,7;1555;37,4;39,00872084795212;-1,608720847952121;169;Moderado (100-200 min);0
L;300,3;311,7;1452;41,5;44,00589730241886;-2,505897302418859;172;Moderado (100-200 min);0
L;300,2;311,6;1500;39,0;41,67969813410304;-2,6796981341030417;174;Moderado (100-200 min);0
L;300,2;311,7;1603;30,5;36,678885385970865;-6,178885385970865;176;Moderado (100-200 min);0
L;300,3;311,7;1682;27,8;32,86280284019141;-5,062802840191406;178;Moderado (100-200 min);0
L;300,3;311,8;1567;37,7;38,41943136670946;-0,7194313667094576;180;Moderado (100-200 min);0
L;300,3;311,8;1413;46,0;45,87593713015347;0,12406286984653292;182;Moderado (100-200 min);0
M;300,3;311,9;1429;41,6;45,08841516594134;-3,4884151659413405;184;Moderado (100-200 min);0
L;300,3;311,9;1692;31,5;32,34943073919351;-0,8494307391935081;187;Moderado (100-200 min);0
L;300,4;311,9;1476;48,7;42,819793954982025;5,880206045017978;189;Moderado (100-200 min);0
M;300,4;312,0;1596;30,4;36,99569450194593;-6,595694501945928;191;Moderado (100-200 min);0
H;300,3;311,9;1390;49,0;46,96961567229291;2,0303843277070897;194;Moderado (100-200 min);0
M;300,3;311,8;1607;33,7;36,46800567998115;-2,768005679981144;199;Moderado (100-200 min);0
L;300,3;311,7;1821;26,3;26,11318478716157;0,1868152128384324;202;Alto (>200 min);0
H;300,3;311,8;2141;18,5;10,603359394079387;7,896640605920613;204;Alto (>200 min);0
M;300,4;311,8;1553;33,1;39,08691804276639;-5,986918042766391;209;Alto (>200 min);1
M;300,4;311,8;1442;45,1;44,61958142540205;0,4804185745979481;0;Bajo (0-100 min);0
L;300,4;311,7;1459;45,6;43,80520058352787;1,7947994164721308;3;Bajo (0-100 min);0
H;300,4;311,8;2496;13,5;-6,427952304619545;19,927952304619545;5;Bajo (0-100 min);0
L;300,4;311,8;1367;57,2;48,244212600961916;8,955787399038087;10;Bajo (0-100 min);0
L;300,3;311,8;2004;19,6;17,38238986059342;2,217610139406581;12;Bajo (0-100 min);0
L;300,3;311,7;1406;47,5;46,352367889556696;1,147632110443304;14;Bajo (0-100 min);0
L;300,3;311,8;1548;33,0;39,46283858311553;-6,462838583115527;16;Bajo (0-100 min);0
L;300,3;311,7;1333;55,2;49,88465143689055;5,315348563109453;18;Bajo (0-100 min);0
L;300,2;311,6;1767;26,4;28,865001204285782;-2,465001204285784;20;Bajo (0-100 min);0
L;300,2;311,6;1827;27,0;25,957780211880472;1,042219788119528;22;Bajo (0-100 min);0
M;300,2;311,6;1533;46,4;40,194294133356735;6,205705866643264;24;Bajo (0-100 min);0
H;300,2;311,5;1515;36,8;41,07491533099062;-4,274915330990623;27;Bajo (0-100 min);0
L;300,2;311,4;1568;41,0;38,51560060951665;2,484399390483347;32;Bajo (0-100 min);0
L;300,2;311,4;1452;47,8;44,13181844435191;3,66818155564809;34;Bajo (0-100 min);0
L;300,2;311,4;1433;37,9;45,0504591982648;-7,150459198264798;36;Bajo (0-100 min);0
M;300,1;311,3;1650;33,8;34,53982161061004;-0,7398216106100435;38;Bajo (0-100 min);0
L;300,1;311,4;1629;31,3;35,5434073401107;-4,243407340110696;41;Bajo (0-100 min);0
L;300,0;311,3;1520;39,2;40,820503034731054;-1,6205030347310512;43;Bajo (0-100 min);0
H;300,0;311,2;1393;43,1;46,9805964748858;-3,880596474885799;45;Bajo (0-100 min);0
H;299,9;311,2;1364;49,6;48,36998629928354;1,2300137007164622;50;Bajo (0-100 min);0
M;299,9;311,3;1389;50,0;47,14435185218211;2,855648147817888;55;Bajo (0-100 min);0
L;299,8;311,1;1466;46,1;43,42413149598083;2,6758685040191708;58;Bajo (0-100 min);0
L;299,7;311,1;1650;32,4;34,50047800981672;-2,100478009816719;60;Bajo (0-100 min);0
L;299,6;311,0;1554;36,3;39,1480015183341;-2,848001518334101;62;Bajo (0-100 min);0
M;299,6;310,9;1474;39,7;43,031949362578004;-3,3319493625780012;64;Bajo (0-100 min);0
H;299,5;310,8;1600;32,4;36,92756547244847;-4,527565472448472;67;Bajo (0-100 min);0
L;299,5;310,8;1356;54,9;48,74039309332599;6,159606906674007;72;Bajo (0-100 min);0
L;299,5;310,8;1571;38,2;38,32673449738496;-0,1267344973849589;74;Bajo (0-100 min);0
L;299,6;310,9;1658;28,0;34,1120622353867;-6,112062235386702;76;Bajo (0-100 min);0
L;299,6;310,8;1393;49,9;46,955306574173235;2,944693425826763;78;Bajo (0-100 min);0
M;299,7;311,0;1448;49,8;44,279189783965386;5,5208102160346115;80;Bajo (0-100 min);0
L;299,7;310,9;1477;40,4;42,88366538568844;-2,4836653856884396;83;Bajo (0-100 min);0
M;299,7;311,0;1506;42,7;41,466571235373316;1,2334287646266873;85;Bajo (0-100 min);0
M;299,7;310,9;1685;32,1;32,8067523820618;-0,7067523820618007;88;Bajo (0-100 min);0
L;299,6;310,9;1533;31,8;40,15436686997938;-8,354366869979376;91;Bajo (0-100 min);0
L;299,5;310,8;1447;41,0;44,31760408149444;-3,317604081494437;93;Bajo (0-100 min);0
M;299,5;310,7;1488;39,5;42,34168773201046;-2,841687732010463;95;Bajo (0-100 min);0
M;299,6;310,8;1427;50,4;45,293701060450566;5,106298939549433;98;Bajo (0-100 min);0
M;299,5;310,7;1424;41,3;45,43661040165076;-4,136610401650763;101;Moderado (100-200 min);0
L;299,5;310,7;1472;40,9;43,10978136045247;-2,2097813604524745;104;Moderado (100-200 min);0
L;299,5;310,7;1438;45,7;44,754851559868825;0,9451484401311774;106;Moderado (100-200 min);0
L;299,6;310,8;1507;42,4;41,411894632474706;0,9881053675252929;108;Moderado (100-200 min);0
L;299,6;310,7;1393;52,1;46,942415886526454;5,157584113473547;110;Moderado (100-200 min);0
L;299,5;310,8;1283;52,4;52,24561885361313;0,15438114638686784;112;Moderado (100-200 min);0
L;299,6;310,8;1644;30,9;34,77266273236869;-3,8726627323686884;114;Moderado (100-200 min);0
L;299,6;310,8;1498;46,9;41,841739458210846;5,058260541789153;116;Moderado (100-200 min);0
L;299,6;310,8;1400;40,8;46,586241958441946;-5,786241958441948;118;Moderado (100-200 min);0
H;299,6;310,9;1679;31,2;33,061990383069215;-1,861990383069216;120;Moderado (100-200 min);0
M;299,7;311,1;1618;30,3;36,00133982250086;-5,701339822500859;125;Moderado (100-200 min);0
H;299,6;311,0;1714;30,2;31,349814823378253;-1,1498148233782537;128;Moderado (100-200 min);0
L;299,6;311,0;1574;35,0;38,1260649554318;-3,1260649554318007;133;Moderado (100-200 min);0
L;299,7;311,1;1574;36,4;38,124683477353585;-1,7246834773535866;135;Moderado (100-200 min);0
L;299,6;310,9;1472;40,9;43,0739394426893;-2,173939442689303;137;Moderado (100-200 min);0
L;299,6;311,0;1552;33,2;39,18698517766242;-5,986985177662419;139;Moderado (100-200 min);0
L;299,7;311,1;1603;31,4;36,71574358487245;-5,31574358487245;141;Moderado (100-200 min);0
H;299,7;311,1;1353;47,1;48,82139779953857;-1,7213977995385719;143;Moderado (100-200 min);0
L;299,7;311,1;1690;30,6;32,49719156458221;-1,897191564582208;148;Moderado (100-200 min);0
M;299,8;311,2;1745;26,3;29,83223545299132;-3,532235452991319;150;Moderado (100-200 min);0
L;299,9;311,3;1522;45,7;40,629686792868746;5,070313207131257;153;Moderado (100-200 min);0
H;300,0;311,4;1641;34,5;34,865298380463116;-0,36529838046311625;155;Moderado (100-200 min);0
L;299,9;311,4;1596;28,9;37,029546280064544;-8,129546280064545;160;Moderado (100-200 min);0
H;299,9;311,4;1497;37,0;41,82247740999588;-4,8224774099958765;162;Moderado (100-200 min);0
L;299,9;311,3;1371;52,3;47,931887404863154;4,368112595136843;167;Moderado (100-200 min);0
M;299,9;311,3;1445;41,2;44,34666559665462;-3,146665596654614;169;Moderado (100-200 min);0
L;299,8;311,2;1564;40,0;38,581282114426706;1,4187178855732938;172;Moderado (100-200 min);0
L;299,7;311,1;1439;44,9;44,63323588425075;0,26676411574924686;174;Moderado (100-200 min);0
L;299,7;311,2;1352;52,1;48,83386277916237;3,266137220837635;176;Moderado (100-200 min);0
L;299,8;311,3;1560;35,4;38,75932632343622;-3,359326323436221;178;Moderado (100-200 min);0
M;299,7;311,2;1616;42,3;36,04569811751856;6,254301882481435;180;Moderado (100-200 min);0
L;299,7;311,2;1835;23,7;25,437573397580866;-1,7375733975808672;183;Moderado (100-200 min);0
M;299,7;311,1;1649;32,7;34,4549559900492;-1,7549559900491971;185;Moderado (100-200 min);0
L;299,8;311,1;1452;47,3;44,0044236363376;3,2955763636623985;188;Moderado (100-200 min);0
L;299,8;311,1;2144;17,7;10,490308673386647;7,209691326613353;190;Moderado (100-200 min);0
L;299,7;311,1;1554;41,0;39,0504145752009;1,9495854247991034;192;Moderado (100-200 min);0
L;299,7;311,0;1827;25,4;25,839056135263462;-0,43905613526346343;194;Moderado (100-200 min);0
L;299,6;310,9;1448;46,3;44,19188184894605;2,1081181510539437;196;Moderado (100-200 min);0
M;299,6;310,9;1530;38,8;40,219231003135675;-1,4192310031356783;198;Moderado (100-200 min);0
L;299,7;311,0;1983;21,0;18,27892866565732;2,7210713343426782;201;Alto (>200 min);0
M;299,7;310,9;1620;37,2;35,86817871506645;1,3318212849335538;203;Alto (>200 min);0
M;299,6;310,9;1630;29,8;35,37035519154669;-5,5703551915466925;206;Alto (>200 min);0
L;299,6;310,9;1229;65,2;54,78798088575187;10,412019114248132;209;Alto (>200 min);1
L;299,5;310,8;1873;22,3;23,59831841609871;-1,2983184160987093;211;Alto (>200 min);0
L;299,4;310,7;1426;45,7;45,24429094939697;0,45570905060303346;213;Alto (>200 min);0
L;299,4;310,8;1376;53,9;47,65305854540004;6,2469414545999555;215;Alto (>200 min);1
L;299,4;310,8;1622;33,6;35,73811242875187;-2,1381124287518674;217;Alto (>200 min);0
M;299,4;310,7;1492;45,7;42,043491758007306;3,6565082419926966;219;Alto (>200 min);0
M;299,3;310,7;1374;48,9;47,744532836117045;1,1554671638829532;222;Alto (>200 min);0
L;299,2;310,7;1737;27,0;30,15140302841594;-3,1514030284159418;225;Alto (>200 min);1
L;299,3;310,8;1426;42,4;45,38193976654283;-2,9819397665428298;0;Bajo (0-100 min);0
M;299,3;310,9;1826;25,1;25,99782399744221;-0,8978239974422095;2;Bajo (0-100 min);0
L;299,3;310,9;1669;32,4;33,59886404479117;-1,198864044791172;5;Bajo (0-100 min);0
M;299,4;310,9;1473;40,1;43,100654666575075;-3,0006546665750733;7;Bajo (0-100 min);0
L;299,4;310,9;1751;27,8;29,635240794323785;-1,8352407943237843;10;Bajo (0-100 min);0
M;299,4;310,9;1446;47,3;44,40446964250258;2,895530357497414;12;Bajo (0-100 min);0
L;299,3;310,8;1483;43,5;42,61023379569356;0,88976620430644;15;Bajo (0-100 min);0
L;299,2;310,7;1535;42,6;40,090320108576826;2,5096798914231755;17;Bajo (0-100 min);0
L;299,2;310,7;1477;44,0;42,89767742079871;1,1023225792012923;19;Bajo (0-100 min);0
L;299,3;310,8;1391;46,9;47,06115809694031;-0,16115809694031213;21;Bajo (0-100 min);0
H;299,2;310,7;1636;29,4;35,1945188776791;-5,794518877679103;23;Bajo (0-100 min);0
L;299,2;310,6;1675;33,3;33,31320497200836;-0,013204972008360016;28;Bajo (0-100 min);0
H;299,2;310,5;1329;48,9;50,07916831651357;-1,179168316513568;30;Bajo (0-100 min);0
M;299,2;310,5;1548;33,5;39,46954038618439;-5,969540386184391;35;Bajo (0-100 min);0
L;299,2;310,5;1391;45,8;47,070580433533344;-1,2705804335333468;38;Bajo (0-100 min);0
L;299,1;310,5;1437;43,1;44,83007784600104;-1,7300778460010378;40;Bajo (0-100 min);0
L;299,2;310,6;1370;61,9;48,073414557838255;13,826585442161743;42;Bajo (0-100 min);0
L;299,1;310,6;1577;37,1;38,035902588568845;-0,9359025885688439;44;Bajo (0-100 min);0
L;299,1;310,5;1485;37,8;42,50099398921552;-4,700993989215526;46;Bajo (0-100 min);0
L;299,0;310,4;1504;34,3;41,57922508220639;-7,279225082206395;48;Bajo (0-100 min);0
M;298,9;310,3;1551;35,2;39,3014545435908;-4,101454543590798;50;Bajo (0-100 min);0
M;299,1;310,5;1428;43,0;45,25616464575847;-2,256164645758467;53;Bajo (0-100 min);0
L;299,0;310,5;1755;27,9;29,406465507265654;-1,5064655072656556;56;Bajo (0-100 min);0
L;299,1;310,5;1329;54,9;50,04684096010257;4,853159039897427;58;Bajo (0-100 min);0
L;299,1;310,5;1496;35,2;41,9577565897726;-6,7577565897725975;60;Bajo (0-100 min);0
L;299,1;310,5;1532;36,6;40,21282271017282;-3,6128227101728214;62;Bajo (0-100 min);0
L;299,1;310,5;1389;61,4;47,13661354691429;14,263386453085708;64;Bajo (0-100 min);0
M;299,1;310,4;1524;51,4;40,60840600560866;10,791593994391341;66;Bajo (0-100 min);0
M;299,1;310,4;1422;49,3;45,545871419444936;3,7541285805550615;69;Bajo (0-100 min);0
L;299,1;310,5;1739;27,4;30,1805803102677;-2,780580310267702;72;Bajo (0-100 min);0
L;299,1;310,5;1736;26,9;30,324362988976908;-3,4243629889769096;74;Bajo (0-100 min);0
L;299,1;310,5;1419;48,8;45,67473539355847;3,125264606441526;76;Bajo (0-100 min);0
L;299,1;310,6;1326;49,7;50,16593406667146;-0,4659340666714584;78;Bajo (0-100 min);0
M;299,1;310,6;1449;43,2;44,20770940315163;-1,0077094031516296;80;Bajo (0-100 min);0
L;299,2;310,6;1534;39,7;40,10030347397504;-0,4003034739750362;83;Bajo (0-100 min);0
M;299,2;310,6;1443;50,9;44,505805566304524;6,394194433695475;85;Bajo (0-100 min);0
L;299,2;310,6;1498;41,1;41,83997611720463;-0,7399761172046269;88;Bajo (0-100 min);0
L;299,1;310,6;1796;26,0;27,39545884521425;-1,3954588452142502;90;Bajo (0-100 min);0
L;299,1;310,4;1519;45,3;40,831007419020516;4,4689925809794815;92;Bajo (0-100 min);0
L;299,0;310,4;1339;49,6;49,53537514374028;0,06462485625971937;94;Bajo (0-100 min);0
L;299,0;310,4;1483;41,5;42,560149256515615;-1,060149256515615;96;Bajo (0-100 min);0
M;298,9;310,2;2099;20,0;12,737649097085868;7,262350902914132;98;Bajo (0-100 min);0
M;299,0;310,3;1689;29,7;32,59125419090639;-2,891254190906391;101;Moderado (100-200 min);0
H;299,1;310,4;1369;54,5;48,086282611706174;6,413717388293826;104;Moderado (100-200 min);0
L;299,0;310,4;1512;38,8;41,14594812766428;-2,345948127664286;109;Moderado (100-200 min);0
M;299,0;310,3;1303;68,6;51,27718920323792;17,322810796762077;111;Moderado (100-200 min);1
L;299,0;310,3;1552;39,9;39,21620559229331;0,6837944077066851;114;Moderado (100-200 min);0
L;299,0;310,4;1713;28,0;31,406532321547775;-3,4065323215477754;116;Moderado (100-200 min);0
L;298,9;310,3;1456;44,1;43,851065211802236;0,24893478819776504;118;Moderado (100-200 min);0
L;299,0;310,4;1524;39,8;40,55653691410836;-0,7565369141083593;120;Moderado (100-200 min);0
M;299,0;310,4;1394;45,2;46,850755564746834;-1,6507555647468308;122;Moderado (100-200 min);0
L;299,0;310,4;1981;21,2;18,42089511512434;2,779104884875661;125;Moderado (100-200 min);0
L;299,0;310,4;1565;36,1;38,56570186002872;-2,465701860028716;127;Moderado (100-200 min);0
L;299,1;310,4;1657;31,0;34,12004712814626;-3,120047128146261;129;Moderado (100-200 min);0
M;299,0;310,4;1625;37,1;35,65697765723192;1,4430223427680815;131;Moderado (100-200 min);0
L;299,0;310,4;1606;31,1;36,57486680594908;-5,474866805949077;134;Moderado (100-200 min);0
H;299,0;310,5;1336;56,8;49,63793293600285;7,162067063997149;136;Moderado (100-200 min);0
M;299,0;310,6;1587;34,2;37,467428176649335;-3,2674281766493323;141;Moderado (100-200 min);0
L;299,1;310,6;1602;39,7;36,750026326488886;2,949973673511117;144;Moderado (100-200 min);0
L;299,1;310,5;1471;38,4;43,10383428544455;-4,70383428544455;146;Moderado (100-200 min);0
H;299,1;310,6;1332;48,0;49,82274992476814;-1,8227499247681394;148;Moderado (100-200 min);0
H;299,2;310,6;1434;48,4;44,89055408029614;3,5094459197038574;153;Moderado (100-200 min);0
L;299,1;310,6;1921;23,9;21,290770979374987;2,609229020625012;158;Moderado (100-200 min);0
H;299,2;310,6;1704;30,6;31,809562824863733;-1,2095628248637311;160;Moderado (100-200 min);0
M;299,1;310,6;1397;49,5;46,66211170592554;2,8378882940744603;165;Moderado (100-200 min);0
H;299,1;310,6;1791;28,0;27,578976788447523;0,4210232115524768;168;Moderado (100-200 min);0
L;299,1;310,6;1818;24,1;26,26764576056259;-2,167645760562589;173;Moderado (100-200 min);0
L;299,2;310,7;1540;36,3;39,72942333914844;-3,4294233391484426;175;Moderado (100-200 min);0
M;299,2;310,8;1502;39,8;41,55704737874875;-1,7570473787487515;177;Moderado (100-200 min);0
H;299,2;310,8;1761;30,4;29,01177747080184;1,3882225291981598;180;Moderado (100-200 min);0
M;299,1;310,8;1517;38,4;40,81332268074914;-2,4133226807491397;185;Moderado (100-200 min);0
L;299,1;310,7;1309;51,1;50,8953835214268;0,2046164785732003;188;Moderado (100-200 min);0
L;298,9;310,6;1363;52,6;48,267330163979366;4,332669836020635;190;Moderado (100-200 min);0
M;299,0;310,6;1787;22,2;27,743370371620408;-5,543370371620409;192;Moderado (100-200 min);0
L;298,9;310,5;1640;29,2;34,860002389653786;-5,660002389653787;195;Moderado (100-200 min);0
M;298,9;310,6;1720;25,3;30,973048124626906;-5,673048124626906;197;Moderado (100-200 min);0
L;298,8;310,5;1384;52,8;47,24269115600384;5,557308843996154;200;Moderado (100-200 min);0
H;298,8;310,5;1294;55,8;51,5997646186331;4,200235381366895;202;Alto (>200 min);0
L;298,8;310,5;1464;46,4;43,36313954361522;3,0368604563847796;207;Alto (>200 min);0
L;298,8;310,6;1803;25,4;26,933170186228654;-1,5331701862286558;209;Alto (>200 min);0
L;298,8;310,6;1602;39,1;36,66582154558349;2,434178454416511;211;Alto (>200 min);0
H;298,9;310,6;1519;38,8;40,695177011241356;-1,8951770112413584;213;Alto (>200 min);0
M;298,9;310,7;1638;33,6;34,91725137231827;-1,3172513723182675;218;Alto (>200 min);0
H;298,9;310,6;1615;33,0;36,0400157184533;-3,040015718453297;221;Alto (>200 min);0
L;298,8;310,6;1651;33,3;34,45140738657376;-1,1514073865737657;0;Bajo (0-100 min);0
L;298,9;310,6;1387;52,7;47,24634482797333;5,4536551720266715;2;Bajo (0-100 min);0
M;298,8;310,5;1678;32,8;33,15198864250153;-0,3519886425015315;4;Bajo (0-100 min);0
L;298,9;310,6;1585;38,1;37,653718121349;0,4462818786509999;7;Bajo (0-100 min);0
M;298,8;310,6;1640;33,8;34,977357866514616;-1,177357866514619;9;Bajo (0-100 min);0
L;298,9;310,6;1406;43,8;46,318684811711535;-2,5186848117115375;12;Bajo (0-100 min);0
M;298,9;310,6;1679;35,8;33,09616569315714;2,7038343068428574;14;Bajo (0-100 min);0
L;298,9;310,5;1717;26,9;31,26478362757812;-4,36478362757812;17;Bajo (0-100 min);0
H;298,9;310,5;1429;39,9;45,210725770853;-5,310725770853004;19;Bajo (0-100 min);0
M;298,9;310,4;1533;44,4;40,181550934667285;4,218449065332713;24;Bajo (0-100 min);0
M;298,9;310,5;1525;38,5;40,555564478064944;-2,0555644780649445;27;Bajo (0-100 min);0
L;298,9;310,4;1739;26,3;30,200743585245363;-3,900743585245362;30;Bajo (0-100 min);0
L;298,9;310,3;1436;39,0;44,884275852640656;-5,884275852640656;32;Bajo (0-100 min);0
M;298,8;310,2;1595;33,1;37,18249878759927;-4,08249878759927;34;Bajo (0-100 min);0
H;298,7;310,1;1435;45,6;44,92870299173564;0,6712970082643608;37;Bajo (0-100 min);0
L;298,7;310,0;1637;31,8;35,15352244492735;-3,3535224449273464;42;Bajo (0-100 min);0
L;298,7;310,1;1558;37,6;38,96672030223711;-1,3667203022371055;44;Bajo (0-100 min);0
M;298,7;310,1;1644;34,1;34,8003549376258;-0,7003549376257965;46;Bajo (0-100 min);0
L;298,7;310,1;1641;31,1;34,94338601113927;-3,843386011139266;49;Bajo (0-100 min);0
L;298,8;310,2;1504;41,0;41,57672680199263;-0,5767268019926277;51;Bajo (0-100 min);0
M;298,7;310,1;1506;50,7;41,47824459988741;9,221755400112592;53;Bajo (0-100 min);0
H;298,8;310,1;1380;44,0;47,58927953745945;-3,589279537459447;56;Bajo (0-100 min);0
M;298,7;310,1;1549;42,5;39,38980068121156;3,110199318788439;61;Bajo (0-100 min);0
M;298,7;310,1;1402;69,7;46,506554431558214;23,19344556844179;64;Bajo (0-100 min);1
L;298,7;310,1;1401;45,3;46,55272824567122;-1,2527282456712214;67;Bajo (0-100 min);0
M;298,7;310,0;1459;40,2;43,75352519128333;-3,5535251912833274;69;Bajo (0-100 min);0
L;298,7;309,9;1465;39,7;43,47185927611168;-3,7718592761116767;72;Bajo (0-100 min);0
M;298,8;310,0;1295;52,7;51,703344847072636;0,9966551529273673;74;Bajo (0-100 min);0
M;298,8;310,0;1529;38,5;40,36879068163149;-1,8687906816314879;77;Bajo (0-100 min);0
M;298,8;310,0;1484;44,9;42,545824202554634;2,3541757974453645;80;Bajo (0-100 min);0
L;298,8;309,9;1739;30,6;30,20542949202561;0,3945705079743931;83;Bajo (0-100 min);0
H;298,7;309,8;1422;40,7;45,555680164293896;-4,855680164293894;85;Bajo (0-100 min);0
L;298,8;309,8;1463;40,0;43,57763073153597;-3,5776307315359688;90;Bajo (0-100 min);0
L;298,7;309,7;1667;30,4;33,6965653299842;-3,2965653299842046;92;Bajo (0-100 min);0
H;298,7;309,7;1565;39,3;38,63478234901623;0,6652176509837702;94;Bajo (0-100 min);0
L;298,7;309,7;1393;45,7;46,96074863147715;-1,2607486314771492;99;Bajo (0-100 min);0
M;298,8;309,7;1453;47,7;44,06481005000207;3,6351899499979297;101;Moderado (100-200 min);0
L;298,8;309,6;1442;50,0;44,60643083973434;5,393569160265663;104;Moderado (100-200 min);0
L;298,7;309,6;1364;44,9;48,371078335030596;-3,4710783350305974;106;Moderado (100-200 min);0
H;298,7;309,5;1453;40,4;44,07058775993556;-3,6705877599355645;108;Moderado (100-200 min);0
M;298,7;309,5;1394;46,0;46,92411888627045;-0,924118886270449;113;Moderado (100-200 min);0
M;298,7;309,5;1500;38,8;41,788429322458796;-2,988429322458799;116;Moderado (100-200 min);0
H;298,6;309,5;1523;34,2;40,66103361283605;-6,461033612836047;119;Moderado (100-200 min);0
M;298,7;309,6;1254;57,1;53,684698708532586;3,415301291467415;124;Moderado (100-200 min);0
L;298,6;309,5;1325;52,2;50,243889451915734;1,9561105480842684;127;Moderado (100-200 min);0
L;298,8;309,7;1424;49,6;45,44819536582798;4,151804634172024;129;Moderado (100-200 min);0
L;298,8;309,7;1505;39,0;41,523973149717825;-2,5239731497178255;131;Moderado (100-200 min);0
M;298,8;309,7;1392;48,7;46,99490509545238;1,7050949045476216;133;Moderado (100-200 min);0
L;298,8;309,7;1529;44,0;40,35792801093359;3,642071989066409;136;Moderado (100-200 min);0
M;298,8;309,7;1477;48,5;42,87471354495409;5,625286455045909;138;Moderado (100-200 min);0
M;298,8;309,7;1459;47,3;43,74417406397101;3,555825936028988;141;Moderado (100-200 min);0
M;299,0;309,8;2240;15,9;5,9305635957473015;9,969436404252699;144;Moderado (100-200 min);0
L;298,9;309,7;1449;48,8;44,235233140729086;4,564766859270911;147;Moderado (100-200 min);0
M;298,8;309,7;1589;35,3;37,442439361375115;-2,142439361375118;149;Moderado (100-200 min);0
L;298,8;309,7;1740;28,5;30,127461461053095;-1,6274614610530946;152;Moderado (100-200 min);0
M;298,8;309,7;1499;40,3;41,797258008417145;-1,4972580084171483;154;Moderado (100-200 min);0
M;298,8;309,7;1480;38,1;42,7151471571343;-4,615147157134295;157;Moderado (100-200 min);0
L;298,8;309,7;1751;29,6;29,588733692784622;0,011266307215379356;160;Moderado (100-200 min);0
L;298,7;309,7;1510;40,6;41,247247829218445;-0,6472478292184434;162;Moderado (100-200 min);0
H;298,8;309,8;1437;48,2;44,78115631925705;3,4188436807429525;164;Moderado (100-200 min);0
L;298,8;309,7;1609;40,4;36,45883466345567;3,94116533654433;169;Moderado (100-200 min);0
H;298,8;309,8;1490;35,9;42,20917770877465;-6,309177708774648;171;Moderado (100-200 min);0
L;298,7;309,7;1601;35,7;36,829720053757086;-1,129720053757083;176;Moderado (100-200 min);0
L;298,7;309,6;1665;31,1;33,73994522116781;-2,6399452211678067;178;Moderado (100-200 min);0
M;298,7;309,6;1452;42,7;44,053740136925406;-1,3537401369254027;180;Moderado (100-200 min);0
M;298,7;309,5;1487;33,6;42,367643960447076;-8,767643960447074;183;Moderado (100-200 min);0
M;298,7;309,6;1382;48,1;47,439234584767085;0,6607654152329161;186;Moderado (100-200 min);0
M;298,7;309,6;1686;26,2;32,71467634030981;-6,5146763403098085;189;Moderado (100-200 min);0
L;298,6;309,6;1491;36,9;42,14472190533729;-5,244721905337293;192;Moderado (100-200 min);0
L;298,7;309,6;1442;55,6;44,52750396118732;11,07249603881268;194;Moderado (100-200 min);0
L;298,6;309,6;1390;50,3;47,0330070842776;3,2669929157223976;196;Moderado (100-200 min);0
L;298,7;309,6;1502;46,7;41,61877975839053;5,081220241609472;198;Moderado (100-200 min);0
M;298,6;309,6;1344;59,4;49,25771762970523;10,142282370294765;200;Moderado (100-200 min);0
L;298,5;309,5;1385;46,3;47,26976726409529;-0,9697672640952959;203;Alto (>200 min);1
L;298,7;309,7;1547;37,4;39,57714857202012;-2,1771485720201227;0;Bajo (0-100 min);0
M;298,6;309,6;1525;42,4;40,64095348272044;1,7590465172795575;2;Bajo (0-100 min);0
L;298,6;309,6;1540;35,8;39,91226922162976;-4,112269221629759;5;Bajo (0-100 min);0
L;298,6;309,5;1450;44,3;44,280503362875976;0,019496637124021277;7;Bajo (0-100 min);0
L;298,6;309,6;1353;62,5;48,96541655478988;13,534583445210117;9;Bajo (0-100 min);0
L;298,8;309,7;1582;45,0;37,885161286289126;7,114838713710874;11;Bajo (0-100 min);0
L;298,9;309,8;1396;49,0;46,89150493245376;2,1084950675462366;13;Bajo (0-100 min);0
M;298,8;309,8;1551;36,6;39,37228170759634;-2,772281707596342;15;Bajo (0-100 min);0
M;298,9;309,8;1836;22,8;25,57914983837366;-2,779149838373659;18;Bajo (0-100 min);0
L;298,9;309,8;1390;49,9;47,17606386908921;2,7239361309107863;21;Bajo (0-100 min);0
L;298,9;309,8;1534;42,1;40,200837981864545;1,8991620181354563;23;Bajo (0-100 min);0
L;298,8;309,7;1953;20,6;19,90761719476324;0,6923828052367611;25;Bajo (0-100 min);0
L;298,8;309,8;1634;33,6;35,34368618012831;-1,7436861801283072;27;Bajo (0-100 min);0
